,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
19780,1994-06-23,Italy,Norway,1.0,0.0,FIFA World Cup,East Rutherford,United States,True
19785,1994-06-25,Argentina,Nigeria,2.0,1.0,FIFA World Cup,Foxborough,United States,True
19786,1994-06-25,Belgium,Netherlands,1.0,0.0,FIFA World Cup,Orlando,United States,True
19787,1994-06-25,Saudi Arabia,Morocco,2.0,1.0,FIFA World Cup,East Rutherford,United States,True
19790,1994-06-26,Switzerland,Colombia,0.0,2.0,FIFA World Cup,Palo Alto,United States,True
19791,1994-06-26,United States,Romania,0.0,1.0,FIFA World Cup,Pasadena,United States,False
19792,1994-06-27,Bolivia,Spain,1.0,3.0,FIFA World Cup,Chicago,United States,True
19795,1994-06-28,Republic of Ireland,Norway,0.0,0.0,FIFA World Cup,East Rutherford,United States,True
19798,1994-06-29,Belgium,Saudi Arabia,0.0,1.0,FIFA World Cup,"Washington, D.C.",United States,True
19799,1994-06-29,Morocco,Netherlands,1.0,2.0,FIFA World Cup,Orlando,United States,True
19800,1994-06-30,Argentina,Bulgaria,0.0,2.0,FIFA World Cup,Dallas,United States,True
19803,1994-07-02,Germany,Belgium,3.0,2.0,FIFA World Cup,Chicago,United States,True
19804,1994-07-02,Spain,Switzerland,3.0,0.0,FIFA World Cup,"Washington, D.C.",United States,True
19806,1994-07-03,Romania,Argentina,3.0,2.0,FIFA World Cup,Pasadena,United States,True
19810,1994-07-04,United States,Brazil,0.0,1.0,FIFA World Cup,Palo Alto,United States,False
19822,1994-07-09,Italy,Spain,2.0,1.0,FIFA World Cup,Foxborough,United States,True
19843,1994-08-17,France,Czech Republic,2.0,2.0,Friendly,Bordeaux,France,False
19849,1994-08-19,Egypt,Mali,2.0,1.0,Friendly,Cairo,Egypt,False
19850,1994-08-21,Egypt,Mali,0.0,1.0,Friendly,Cairo,Egypt,False
19852,1994-08-23,Egypt,Ghana,2.0,0.0,Friendly,Cairo,Egypt,False
19858,1994-08-27,Egypt,Zambia,0.0,4.0,Friendly,Cairo,Egypt,False
19866,1994-09-04,Burkina Faso,Morocco,2.0,1.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False
19874,1994-09-04,Sudan,Egypt,0.0,0.0,African Cup of Nations qualification,Khartoum,Sudan,False
19877,1994-09-06,Switzerland,United Arab Emirates,1.0,0.0,Friendly,Sion,Switzerland,False
19878,1994-09-07,Belgium,Armenia,2.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
19879,1994-09-07,Cyprus,Spain,1.0,2.0,UEFA Euro qualification,Limassol,Cyprus,False
19880,1994-09-07,England,United States,2.0,0.0,Friendly,London,England,False
19890,1994-09-07,Northern Ireland,Portugal,1.0,2.0,UEFA Euro qualification,Belfast,Northern Ireland,False
19891,1994-09-07,Norway,Belarus,1.0,0.0,UEFA Euro qualification,Oslo,Norway,False
19894,1994-09-07,Slovakia,France,0.0,0.0,UEFA Euro qualification,Bratislava,Slovakia,False
19941,1994-10-08,France,Romania,0.0,0.0,UEFA Euro qualification,Saint-Étienne,France,False
19943,1994-10-09,Latvia,Portugal,1.0,3.0,UEFA Euro qualification,Riga,Latvia,False
19960,1994-10-12,Denmark,Belgium,3.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
19961,1994-10-12,England,Romania,1.0,1.0,Friendly,London,England,False
19966,1994-10-12,North Macedonia,Spain,0.0,2.0,UEFA Euro qualification,Skopje,North Macedonia,False
19969,1994-10-12,Norway,Netherlands,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False
19973,1994-10-12,Switzerland,Sweden,4.0,2.0,UEFA Euro qualification,Bern,Switzerland,False
19979,1994-10-14,Egypt,Tanzania,5.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False
19991,1994-10-19,Saudi Arabia,United States,2.0,1.0,Friendly,Khobar,Saudi Arabia,False
20006,1994-11-07,Morocco,Cameroon,1.0,1.0,Friendly,Casablanca,Morocco,False
20011,1994-11-11,Egypt,Ethiopia,5.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False
20020,1994-11-13,Morocco,Ivory Coast,1.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False
20025,1994-11-13,Portugal,Austria,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
20033,1994-11-16,Belarus,Norway,0.0,4.0,UEFA Euro qualification,Minsk,Belarus,False
20034,1994-11-16,Belgium,North Macedonia,1.0,1.0,UEFA Euro qualification,Brussels,Belgium,False
20036,1994-11-16,Chile,Argentina,0.0,3.0,Friendly,Santiago,Chile,False
20038,1994-11-16,England,Nigeria,1.0,0.0,Friendly,London,England,False
20046,1994-11-16,Poland,France,0.0,0.0,UEFA Euro qualification,Zabrze,Poland,False
20049,1994-11-16,Spain,Denmark,3.0,0.0,UEFA Euro qualification,Seville,Spain,False
20051,1994-11-16,Switzerland,Iceland,1.0,0.0,UEFA Euro qualification,Lausanne,Switzerland,False
20053,1994-11-19,Trinidad and Tobago,United States,1.0,0.0,Friendly,Port of Spain,Trinidad and Tobago,False
20055,1994-11-22,Jamaica,United States,0.0,3.0,Friendly,Kingston,Jamaica,False
20069,1994-11-30,Spain,Finland,2.0,0.0,Friendly,Málaga,Spain,False
20085,1994-12-11,United States,Honduras,1.0,1.0,Friendly,Fullerton,United States,False
20086,1994-12-13,Azerbaijan,France,0.0,2.0,UEFA Euro qualification,Trabzon,Turkey,True
20090,1994-12-14,Malta,Norway,0.0,1.0,UEFA Euro qualification,Attard,Malta,False
20094,1994-12-14,Turkey,Switzerland,1.0,2.0,UEFA Euro qualification,Istanbul,Turkey,False
20097,1994-12-17,Belgium,Spain,1.0,4.0,UEFA Euro qualification,Brussels,Belgium,False
20103,1994-12-18,Portugal,Liechtenstein,8.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
20108,1994-12-27,Argentina,Serbia,1.0,0.0,Friendly,Buenos Aires,Argentina,False
20114,1995-01-02,Tunisia,Egypt,2.0,0.0,Friendly,Sousse,Tunisia,False
20120,1995-01-08,Algeria,Egypt,1.0,0.0,African Cup of Nations qualification,Algiers,Algeria,False
20125,1995-01-08,Japan,Argentina,1.0,5.0,Confederations Cup,Riyadh,Saudi Arabia,True
20131,1995-01-10,Nigeria,Argentina,0.0,0.0,Confederations Cup,Riyadh,Saudi Arabia,True
20132,1995-01-13,Denmark,Argentina,2.0,0.0,Confederations Cup,Riyadh,Saudi Arabia,True
20135,1995-01-18,Netherlands,France,0.0,1.0,Friendly,Utrecht,Netherlands,False
20136,1995-01-18,Spain,Uruguay,2.0,2.0,Friendly,A Coruña,Spain,False
20138,1995-01-21,Uganda,Egypt,0.0,0.0,African Cup of Nations qualification,Kampala,Uganda,False
20147,1995-01-26,Canada,Portugal,1.0,1.0,Friendly,Toronto,Canada,False
20149,1995-01-31,South Korea,Colombia,1.0,0.0,Lunar New Year Cup,So Kon Po,Hong Kong,True
20152,1995-02-06,Estonia,Norway,0.0,7.0,Friendly,Larnaca,Cyprus,True
20153,1995-02-08,Cyprus,Norway,0.0,2.0,Friendly,Nicosia,Cyprus,False
20156,1995-02-11,Australia,Colombia,0.0,1.0,Friendly,Sydney,Australia,False
20157,1995-02-14,Argentina,Bulgaria,4.0,1.0,Friendly,Mendoza,Argentina,False
20161,1995-02-15,Republic of Ireland,England,1.0,0.0,Friendly,Dublin,Republic of Ireland,False
20172,1995-02-22,Netherlands,Portugal,0.0,1.0,Friendly,Eindhoven,Netherlands,False
20173,1995-02-22,Spain,Germany,0.0,0.0,Friendly,Jerez de la Frontera,Spain,False
20179,1995-03-01,Morocco,Senegal,2.0,0.0,Friendly,Casablanca,Morocco,False
20182,1995-03-08,Greece,Switzerland,1.0,1.0,Friendly,Athens,Greece,False
20198,1995-03-22,Colombia,Uruguay,2.0,1.0,Friendly,Medellín,Colombia,False
20199,1995-03-23,Morocco,Mali,3.0,0.0,Friendly,Casablanca,Morocco,False
20205,1995-03-25,United States,Uruguay,2.0,2.0,Friendly,Dallas,United States,False
20207,1995-03-26,Lebanon,Egypt,1.0,1.0,Friendly,Beirut,Lebanon,False
20216,1995-03-29,England,Uruguay,0.0,0.0,Friendly,London,England,False
20218,1995-03-29,Hungary,Switzerland,2.0,2.0,UEFA Euro qualification,Budapest,Hungary,False
20220,1995-03-29,Israel,France,0.0,0.0,UEFA Euro qualification,Ramat Gan,Israel,False
20222,1995-03-29,Luxembourg,Norway,0.0,2.0,UEFA Euro qualification,Luxembourg,Luxembourg,False
20231,1995-03-29,Spain,Belgium,1.0,1.0,UEFA Euro qualification,Seville,Spain,False
20239,1995-03-31,Syria,Egypt,1.0,2.0,Friendly,Damascus,Syria,False
20247,1995-04-07,Egypt,Sudan,3.0,1.0,African Cup of Nations qualification,Alexandria,Egypt,False
20254,1995-04-09,Morocco,Burkina Faso,0.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False
20260,1995-04-14,Egypt,Tunisia,1.0,0.0,Friendly,Port Said,Egypt,False
20262,1995-04-22,Belgium,United States,1.0,0.0,Friendly,Brussels,Belgium,False
20266,1995-04-22,Tanzania,Egypt,1.0,2.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False
20276,1995-04-26,Armenia,Spain,0.0,2.0,UEFA Euro qualification,Yerevan,Armenia,False
20280,1995-04-26,Belgium,Cyprus,2.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
20286,1995-04-26,France,Slovakia,4.0,0.0,UEFA Euro qualification,Nantes,France,False
20291,1995-04-26,Republic of Ireland,Portugal,1.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False
20296,1995-04-26,Norway,Luxembourg,5.0,0.0,UEFA Euro qualification,Oslo,Norway,False
20298,1995-04-26,Switzerland,Turkey,1.0,2.0,UEFA Euro qualification,Bern,Switzerland,False
20315,1995-05-13,South Africa,Argentina,1.0,1.0,Friendly,Johannesburg,South Africa,False
20321,1995-05-18,Morocco,Egypt,0.0,0.0,Friendly,Marrakesh,Morocco,False
20336,1995-05-25,Norway,Ghana,3.0,2.0,Friendly,Oslo,Norway,False
20342,1995-05-28,United States,Costa Rica,1.0,2.0,Friendly,Tampa,United States,False
20343,1995-05-31,Argentina,Peru,1.0,0.0,Friendly,Córdoba,Argentina,False
20348,1995-06-03,England,Japan,2.0,1.0,Friendly,London,England,False
20350,1995-06-03,Portugal,Latvia,3.0,2.0,UEFA Euro qualification,Porto,Portugal,False
20358,1995-06-04,Ethiopia,Egypt,0.0,2.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
20360,1995-06-04,Ivory Coast,Morocco,2.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False
20373,1995-06-07,North Macedonia,Belgium,0.0,5.0,UEFA Euro qualification,Skopje,North Macedonia,False
20376,1995-06-07,Norway,Malta,2.0,0.0,UEFA Euro qualification,Oslo,Norway,False
20380,1995-06-07,Spain,Armenia,1.0,0.0,UEFA Euro qualification,Seville,Spain,False
20382,1995-06-08,England,Sweden,3.0,3.0,Friendly,Leeds,England,False
20388,1995-06-11,England,Brazil,1.0,3.0,Friendly,London,England,False
20395,1995-06-11,United States,Nigeria,3.0,2.0,USA Cup,Foxborough,United States,False
20397,1995-06-14,Argentina,Paraguay,2.0,1.0,Friendly,Rosario,Argentina,False
20398,1995-06-17,Colombia,Nigeria,1.0,0.0,USA Cup,Piscataway,United States,True
20400,1995-06-18,United States,Mexico,4.0,0.0,USA Cup,"Washington, D.C.",United States,False
20403,1995-06-19,Switzerland,Italy,0.0,1.0,Friendly,Lausanne,Switzerland,False
20407,1995-06-21,Mexico,Colombia,0.0,0.0,USA Cup,"Washington, D.C.",United States,True
20410,1995-06-23,Switzerland,Germany,1.0,2.0,Friendly,Bern,Switzerland,False
20415,1995-06-25,United States,Colombia,0.0,0.0,USA Cup,Piscataway,United States,False
20419,1995-06-30,Argentina,Australia,2.0,0.0,Friendly,Quilmes,Argentina,False
20427,1995-07-07,Colombia,Peru,1.0,1.0,Copa América,Rivera,Uruguay,True
20428,1995-07-08,Argentina,Bolivia,2.0,1.0,Copa América,Paysandú,Uruguay,True
20429,1995-07-08,United States,Chile,2.0,1.0,Copa América,Paysandú,Uruguay,True
20431,1995-07-09,Syria,Egypt,0.0,0.0,Friendly,Damascus,Syria,False
20434,1995-07-10,Colombia,Ecuador,1.0,0.0,Copa América,Rivera,Uruguay,True
20435,1995-07-11,Argentina,Chile,4.0,0.0,Copa América,Paysandú,Uruguay,True
20436,1995-07-11,United States,Bolivia,0.0,1.0,Copa América,Paysandú,Uruguay,True
20438,1995-07-13,Brazil,Colombia,3.0,0.0,Copa América,Rivera,Uruguay,True
20441,1995-07-14,Argentina,United States,0.0,3.0,Copa América,Paysandú,Uruguay,True
20443,1995-07-14,Egypt,Algeria,1.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False
20453,1995-07-16,Paraguay,Colombia,1.0,1.0,Copa América,Montevideo,Uruguay,True
20459,1995-07-17,Brazil,Argentina,2.0,2.0,Copa América,Rivera,Uruguay,True
20460,1995-07-17,United States,Mexico,0.0,0.0,Copa América,Paysandú,Uruguay,True
20471,1995-07-19,Uruguay,Colombia,2.0,0.0,Copa América,Montevideo,Uruguay,False
20472,1995-07-20,United States,Brazil,0.0,1.0,Copa América,Maldonado,Uruguay,True
20484,1995-07-22,Colombia,United States,4.0,1.0,Copa América,Maldonado,Uruguay,True
20485,1995-07-22,Norway,France,0.0,0.0,Friendly,Oslo,Norway,False
20502,1995-07-30,Egypt,Uganda,6.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False
20515,1995-08-15,Liechtenstein,Portugal,0.0,7.0,UEFA Euro qualification,Eschen,Liechtenstein,False
20522,1995-08-16,France,Poland,1.0,1.0,UEFA Euro qualification,Paris,France,False
20525,1995-08-16,Iceland,Switzerland,0.0,2.0,UEFA Euro qualification,Reykjavík,Iceland,False
20528,1995-08-16,Norway,Czech Republic,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False
20531,1995-08-16,Sweden,United States,1.0,0.0,Friendly,Norrköping,Sweden,False
20546,1995-08-23,Belgium,Germany,1.0,2.0,Friendly,Brussels,Belgium,False
20553,1995-09-03,Portugal,Northern Ireland,1.0,1.0,UEFA Euro qualification,Porto,Portugal,False
20556,1995-09-06,Belgium,Denmark,1.0,3.0,UEFA Euro qualification,Brussels,Belgium,False
20557,1995-09-06,Czech Republic,Norway,2.0,0.0,UEFA Euro qualification,Prague,Czech Republic,False
20558,1995-09-06,England,Colombia,0.0,0.0,Friendly,London,England,False
20560,1995-09-06,France,Azerbaijan,10.0,0.0,UEFA Euro qualification,Auxerre,France,False
20572,1995-09-06,Spain,Cyprus,6.0,0.0,UEFA Euro qualification,Granada,Spain,False
20573,1995-09-06,Sweden,Switzerland,0.0,0.0,UEFA Euro qualification,Gothenburg,Sweden,False
20579,1995-09-20,Spain,Argentina,2.0,1.0,Friendly,Madrid,Spain,False
20584,1995-10-07,Armenia,Belgium,0.0,2.0,UEFA Euro qualification,Yerevan,Armenia,False
20589,1995-10-08,United States,Saudi Arabia,4.0,3.0,Friendly,"Washington, D.C.",United States,False
20590,1995-10-11,Argentina,Colombia,0.0,0.0,Friendly,Buenos Aires,Argentina,False
20591,1995-10-11,Austria,Portugal,1.0,1.0,UEFA Euro qualification,Vienna,Austria,False
20595,1995-10-11,Denmark,Spain,1.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
20605,1995-10-11,Norway,England,0.0,0.0,Friendly,Oslo,Norway,False
20606,1995-10-11,Romania,France,1.0,3.0,UEFA Euro qualification,Bucharest,Romania,False
20612,1995-10-11,Switzerland,Hungary,3.0,0.0,UEFA Euro qualification,Zürich,Switzerland,False
20626,1995-10-26,China,Colombia,2.0,1.0,Friendly,Beijing,China,False
20637,1995-11-08,Argentina,Brazil,0.0,1.0,Friendly,Buenos Aires,Argentina,False
20647,1995-11-15,Cyprus,Belgium,1.0,1.0,UEFA Euro qualification,Limassol,Cyprus,False
20650,1995-11-15,England,Switzerland,3.0,1.0,Friendly,London,England,False
20651,1995-11-15,France,Israel,2.0,0.0,UEFA Euro qualification,Caen,France,False
20656,1995-11-15,Morocco,Mali,2.0,0.0,Friendly,Rabat,Morocco,False
20657,1995-11-15,Netherlands,Norway,3.0,0.0,UEFA Euro qualification,Rotterdam,Netherlands,False
20659,1995-11-15,Portugal,Republic of Ireland,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
20664,1995-11-15,Spain,North Macedonia,3.0,0.0,UEFA Euro qualification,Elche,Spain,False
20678,1995-11-22,Egypt,Zimbabwe,2.0,2.0,Simba Tournament,Pretoria,South Africa,True
20684,1995-11-24,South Africa,Egypt,2.0,0.0,Simba Tournament,Mafikeng,South Africa,False
20689,1995-11-26,Egypt,Zambia,3.0,1.0,Simba Tournament,Johannesburg,South Africa,True
20691,1995-11-26,Jamaica,Norway,1.0,1.0,Friendly,Kingston,Jamaica,False
20703,1995-11-29,Mexico,Colombia,2.0,2.0,Friendly,Los Angeles,United States,True
20704,1995-11-29,Trinidad and Tobago,Norway,3.0,2.0,Friendly,Port of Spain,Trinidad and Tobago,False
20749,1995-12-12,England,Portugal,1.0,1.0,Friendly,London,England,False
20763,1995-12-20,Brazil,Colombia,3.0,1.0,Friendly,Manaus,Brazil,False
20765,1995-12-21,Argentina,Venezuela,6.0,0.0,Friendly,Mendoza,Argentina,False
20779,1995-12-29,Egypt,Ghana,1.0,2.0,Friendly,Cairo,Egypt,False
20782,1996-01-03,Morocco,Tunisia,3.0,1.0,Friendly,Rabat,Morocco,False
20788,1996-01-08,Egypt,Tunisia,2.0,1.0,Friendly,Ismailia,Egypt,False
20796,1996-01-13,United States,Trinidad and Tobago,3.0,2.0,Gold Cup,Anaheim,United States,False
20802,1996-01-15,Egypt,Angola,2.0,1.0,African Cup of Nations,Johannesburg,South Africa,True
20808,1996-01-16,United States,El Salvador,2.0,0.0,Gold Cup,Anaheim,United States,False
20809,1996-01-17,Armenia,Morocco,0.0,6.0,Friendly,Vitrolles,France,True
20811,1996-01-18,Cameroon,Egypt,2.0,1.0,African Cup of Nations,Johannesburg,South Africa,True
20812,1996-01-18,United States,Brazil,0.0,1.0,Gold Cup,Los Angeles,United States,False
20820,1996-01-21,United States,Guatemala,3.0,0.0,Gold Cup,Los Angeles,United States,False
20826,1996-01-24,South Africa,Egypt,0.0,1.0,African Cup of Nations,Johannesburg,South Africa,False
20832,1996-01-27,Zambia,Egypt,3.0,1.0,African Cup of Nations,Bloemfontein,South Africa,True
20855,1996-02-07,Morocco,Luxembourg,2.0,0.0,Friendly,Rabat,Morocco,False
20856,1996-02-07,Spain,Norway,1.0,0.0,Friendly,Las Palmas,Spain,False
20875,1996-02-21,France,Greece,3.0,1.0,Friendly,Nîmes,France,False
20877,1996-02-21,Portugal,Germany,1.0,2.0,Friendly,Porto,Portugal,False
20893,1996-03-06,Colombia,Honduras,2.0,1.0,Friendly,Miami,United States,True
20901,1996-03-13,Luxembourg,Switzerland,1.0,1.0,Friendly,Luxembourg,Luxembourg,False
20906,1996-03-20,Egypt,Morocco,0.0,2.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
20907,1996-03-21,Colombia,Trinidad and Tobago,3.0,0.0,Friendly,Neiva,Colombia,False
20909,1996-03-22,United Arab Emirates,Egypt,0.0,0.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
20911,1996-03-23,South Korea,Morocco,2.0,2.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
20914,1996-03-25,Egypt,South Korea,1.0,1.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
20917,1996-03-26,United Arab Emirates,Morocco,1.0,0.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
20918,1996-03-27,England,Bulgaria,1.0,0.0,Friendly,London,England,False
20919,1996-03-27,Austria,Switzerland,1.0,0.0,Friendly,Vienna,Austria,False
20920,1996-03-27,Belgium,France,0.0,2.0,Friendly,Brussels,Belgium,False
20928,1996-03-27,Northern Ireland,Norway,0.0,2.0,Friendly,Belfast,Northern Ireland,False
20930,1996-03-27,Portugal,Greece,1.0,0.0,Friendly,Lisbon,Portugal,False
20935,1996-03-28,Colombia,Bolivia,4.0,1.0,Friendly,Medellín,Colombia,False
20954,1996-04-24,Argentina,Bolivia,3.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
20955,1996-04-24,Belgium,Russia,0.0,0.0,Friendly,Brussels,Belgium,False
20957,1996-04-24,Colombia,Paraguay,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
20961,1996-04-24,England,Croatia,0.0,0.0,Friendly,London,England,False
20970,1996-04-24,Norway,Spain,0.0,0.0,Friendly,Oslo,Norway,False
20975,1996-04-24,Switzerland,Wales,2.0,0.0,Friendly,Lugano,Switzerland,False
21015,1996-05-18,England,Hungary,3.0,0.0,Friendly,London,England,False
21025,1996-05-23,China,England,0.0,3.0,Friendly,Beijing,China,False
21036,1996-05-26,Ghana,Egypt,0.0,2.0,Friendly,Accra,Ghana,False
21044,1996-05-26,United States,Scotland,2.0,1.0,Friendly,New Britain,United States,False
21051,1996-05-29,Colombia,Scotland,1.0,0.0,Friendly,Miami,United States,True
21054,1996-05-29,France,Finland,2.0,0.0,Friendly,Strasbourg,France,False
21055,1996-05-29,Republic of Ireland,Portugal,0.0,1.0,Friendly,Dublin,Republic of Ireland,False
21056,1996-05-29,Italy,Belgium,2.0,2.0,Friendly,Cremona,Italy,False
21064,1996-06-01,Germany,France,0.0,1.0,Friendly,Stuttgart,Germany,False
21074,1996-06-01,Switzerland,Czech Republic,1.0,2.0,Friendly,Basel,Switzerland,False
21081,1996-06-02,Ecuador,Argentina,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
21087,1996-06-02,Norway,Azerbaijan,5.0,0.0,FIFA World Cup qualification,Oslo,Norway,False
21088,1996-06-02,Peru,Colombia,1.0,1.0,FIFA World Cup qualification,Lima,Peru,False
21103,1996-06-05,France,Armenia,2.0,0.0,Friendly,Villeneuve-d'Ascq,France,False
21107,1996-06-08,England,Switzerland,1.0,1.0,UEFA Euro,London,England,False
21110,1996-06-09,Denmark,Portugal,1.0,1.0,UEFA Euro,Sheffield,England,True
21116,1996-06-09,Spain,Bulgaria,1.0,1.0,UEFA Euro,Leeds,England,True
21117,1996-06-09,United States,Republic of Ireland,2.0,1.0,USA Cup,Foxborough,United States,False
21120,1996-06-10,Romania,France,0.0,1.0,UEFA Euro,Newcastle,England,True
21128,1996-06-12,United States,Bolivia,0.0,2.0,USA Cup,"Washington, D.C.",United States,False
21131,1996-06-13,Switzerland,Netherlands,0.0,2.0,UEFA Euro,Birmingham,England,True
21136,1996-06-14,Portugal,Turkey,1.0,0.0,UEFA Euro,Nottingham,England,True
21140,1996-06-15,England,Scotland,2.0,0.0,UEFA Euro,London,England,False
21141,1996-06-15,France,Spain,1.0,1.0,UEFA Euro,Leeds,England,True
21155,1996-06-16,United States,Mexico,2.0,2.0,USA Cup,Pasadena,United States,False
21161,1996-06-18,England,Netherlands,4.0,1.0,UEFA Euro,London,England,False
21162,1996-06-18,France,Bulgaria,3.0,1.0,UEFA Euro,Newcastle,England,True
21163,1996-06-18,Romania,Spain,1.0,2.0,UEFA Euro,Leeds,England,True
21164,1996-06-18,Scotland,Switzerland,1.0,0.0,UEFA Euro,Birmingham,England,True
21165,1996-06-19,Croatia,Portugal,0.0,3.0,UEFA Euro,Nottingham,England,True
21177,1996-06-22,England,Spain,0.0,0.0,UEFA Euro,London,England,False
21178,1996-06-22,France,Netherlands,0.0,0.0,UEFA Euro,Liverpool,England,True
21182,1996-06-23,Czech Republic,Portugal,1.0,0.0,UEFA Euro,Birmingham,England,True
21188,1996-06-26,England,Germany,1.0,1.0,UEFA Euro,London,England,False
21189,1996-06-26,France,Czech Republic,0.0,0.0,UEFA Euro,Manchester,England,True
21210,1996-07-07,Colombia,Uruguay,3.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
21212,1996-07-07,Peru,Argentina,0.0,0.0,FIFA World Cup qualification,Lima,Peru,False
21279,1996-08-29,Morocco,DR Congo,7.0,0.0,Friendly,Settat,Morocco,False
21283,1996-08-30,United States,El Salvador,3.0,1.0,Friendly,Los Angeles,United States,False
21284,1996-08-31,Armenia,Portugal,0.0,0.0,FIFA World Cup qualification,Yerevan,Armenia,False
21286,1996-08-31,Azerbaijan,Switzerland,1.0,0.0,FIFA World Cup qualification,Baku,Azerbaijan,False
21288,1996-08-31,Belgium,Turkey,2.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False
21290,1996-08-31,France,Mexico,2.0,0.0,Friendly,Paris,France,False
21297,1996-09-01,Argentina,Paraguay,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
21299,1996-09-01,Colombia,Chile,4.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
21305,1996-09-01,Moldova,England,0.0,3.0,FIFA World Cup qualification,Chișinău,Moldova,False
21306,1996-09-01,Norway,Georgia,1.0,0.0,Friendly,Oslo,Norway,False
21315,1996-09-04,Faroe Islands,Spain,2.0,6.0,FIFA World Cup qualification,Toftir,Faroe Islands,False
21392,1996-10-05,Ukraine,Portugal,2.0,1.0,FIFA World Cup qualification,Kyiv,Ukraine,False
21399,1996-10-06,Finland,Switzerland,2.0,3.0,FIFA World Cup qualification,Helsinki,Finland,False
21412,1996-10-09,Albania,Portugal,0.0,3.0,FIFA World Cup qualification,Tirana,Albania,False
21416,1996-10-09,Czech Republic,Spain,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,False
21418,1996-10-09,Ecuador,Colombia,0.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False
21419,1996-10-09,England,Poland,2.0,1.0,FIFA World Cup qualification,London,England,False
21420,1996-10-09,France,Turkey,4.0,0.0,Friendly,Paris,France,False
21427,1996-10-09,Norway,Hungary,3.0,0.0,FIFA World Cup qualification,Oslo,Norway,False
21429,1996-10-09,San Marino,Belgium,0.0,3.0,FIFA World Cup qualification,Serravalle,San Marino,False
21432,1996-10-09,Venezuela,Argentina,2.0,5.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False
21441,1996-10-16,Peru,United States,4.0,1.0,Friendly,Lima,Peru,False
21466,1996-11-01,Honduras,Colombia,1.0,2.0,Friendly,New York,United States,True
21470,1996-11-03,United States,Guatemala,2.0,0.0,FIFA World Cup qualification,"Washington, D.C.",United States,False
21476,1996-11-08,Egypt,Namibia,7.0,1.0,FIFA World Cup qualification,Cairo,Egypt,False
21481,1996-11-09,Denmark,France,1.0,0.0,Friendly,Copenhagen,Denmark,False
21482,1996-11-09,Georgia,England,0.0,2.0,FIFA World Cup qualification,Tbilisi,Georgia,False
21485,1996-11-09,Morocco,Sierra Leone,4.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False
21488,1996-11-09,Portugal,Ukraine,1.0,0.0,FIFA World Cup qualification,Porto,Portugal,False
21494,1996-11-10,Bolivia,Colombia,2.0,2.0,FIFA World Cup qualification,La Paz,Bolivia,False
21510,1996-11-10,Switzerland,Norway,0.0,1.0,FIFA World Cup qualification,Bern,Switzerland,False
21513,1996-11-10,United States,Trinidad and Tobago,2.0,0.0,FIFA World Cup qualification,Richmond,United States,False
21520,1996-11-13,Spain,Slovakia,4.0,1.0,FIFA World Cup qualification,Santa Cruz de Tenerife,Spain,False
21537,1996-11-23,South Korea,Colombia,4.0,1.0,Friendly,Suwon,South Korea,False
21543,1996-11-24,Trinidad and Tobago,United States,0.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False
21552,1996-12-01,Costa Rica,United States,2.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False
